n,m,K,a,s_list,sizes,order,lambda_star,lambda_star_sq,A_float,B_float,A_fraction,B_fraction
6,15,2,1 1 8 9 9 11,0 13,5 4,15,-0.333333333333 -0.333333333333 -0.2 -0.2 0.466666666667 -0.466666666667,0.111111111111 0.111111111111 0.04 0.04 0.217777777778 0.217777777778,1 0.737777777778 2.04888888889 3.71555555556 6.66222222222 11.5466666667 6.28888888889,1 0.737777777778 7.55111111111 20.9955555556 35.2311111111 42.2666666667 20.2177777778,1 166/225 461/225 836/225 6662222221063/999999999826 11546666666505/999999999986 283/45,1 166/225 7551111109986/999999999851 13575168862195/646573453428 11256159114703/319494865751 41452993085872/980749047773 16559064587089/819034849878
6,15,2,1 1 8 9 10 11,0 13,5 4,15,-0.2 0.0666666666667 -0.2 -0.2 0.466666666667 -0.466666666667,0.04 0.00444444444444 0.04 0.04 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 1547/225 286/25 1463/225,1 14/25 1531/225 19359999999787/999999999989 31681268165847/883197291205 40088584727950/909450651723 3996383183299/196629393449
6,15,2,1 1 8 9 11 11,0 2,4 5,15,-0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 0.466666666667 0.466666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.217777777778 0.217777777778,1 0.453333333333 2.35111111111 3.75111111111 5.45333333333 11.7955555556 7.19555555556,1 0.453333333333 7.90666666667 19.2177777778 32.3155555556 44.3288888889 22.7777777778,1 34/75 529/225 844/225 409/75 9847218167693/834824449032 1619/225,1 34/75 593/75 18620735119134/968932794127 29624870530107/916737157100 37035132931409/835462693961 205/9
6,15,2,1 1 8 9 11 12,0 2,4 5,15,0.333333333333 0.0666666666667 -0.0666666666667 -0.0666666666667 0.466666666667 0.466666666667,0.111111111111 0.00444444444444 0.00444444444444 0.00444444444444 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 5687867274343/827259299759 286/25 6502222221559/999999999898,1 14/25 6804444443451/999999999854 19359999999729/999999999986 26853245117376/748603661431 44079999999471/999999999988 6826757192708/335888993737
6,15,2,1 1 9 9 10 11,0 13,6 2,15,0.2 0.2 -0.2 -0.2 -0.2 0.2,0.04 0.04 0.04 0.04 0.04 0.04,1 0.24 3.66666666667 2.08 7.90666666667 6 11.1066666667,1 0.24 10.5733333333 13.6 37.2933333333 34.8 30.4933333333,1 6/25 11/3 52/25 7694135923332/973120057757 6 10950083157045/985901844872,1 6/25 793/75 68/5 27819275966942/745958418849 174/5 2287/75
6,15,2,1 1 9 9 10 13,0 11,3 5,15,-0.333333333333 -0.333333333333 0.0666666666667 0.0666666666667 0.0666666666667 0.6,0.111111111111 0.111111111111 0.00444444444444 0.00444444444444 0.00444444444444 0.36,1 0.595555555556 1.77333333333 3.84 6.80444444444 11.5644444444 6.42222222222,1 0.595555555556 6.98222222222 19.8933333333 35.48 43.5111111111 20.5377777778,1 134/225 133/75 96/25 1738793319676/255537881729 11564444444005/999999999962 289/45,1 134/225 6982222221133/999999999844 1492/75 18914265480535/533096546802 36234582801669/832766203307 11846046150471/576792985037
6,15,2,1 1 9 9 13 13,0 11,5 3,15,-0.0666666666667 -0.0666666666667 0.466666666667 0.466666666667 0.0666666666667 0.0666666666667,0.00444444444444 0.00444444444444 0.217777777778 0.217777777778 0.00444444444444 0.00444444444444,1 0.453333333333 1.99555555556 4 5.91555555556 11.5466666667 7.08888888889,1 0.453333333333 7.44444444444 18.72 33.7377777778 44.8266666667 21.8177777778,1 34/75 449/225 4 5761525474395/973961857054 11546666666251/999999999964 319/45,1 34/75 67/9 468/25 32101949096011/951513443104 16515163554696/368422744379 9152248125934/419485807361
6,15,2,1 1 9 10 13 13,0 11,4 4,15,0.2 0.2 0.466666666667 0.466666666667 0.0666666666667 0.0666666666667,0.04 0.04 0.217777777778 0.217777777778 0.00444444444444 0.00444444444444,1 0.524444444444 1.78222222222 3.71555555556 6.76888888889 11.76 6.44888888889,1 0.524444444444 6.80444444444 19.7155555556 35.0177777778 43.76 21.1777777778,1 118/225 401/225 3419161138853/920228775409 5355650997233/791215675888 11759999999753/999999999979 3225590138077/500177657524,1 118/225 6804444443451/999999999854 4436/225 4062913514240/116024310281 26546002113881/606627104979 15015149891099/709004979118
6,15,2,1 1 9 11 11 13,0 7,4 5,15,0.466666666667 0.466666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667,0.217777777778 0.217777777778 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.453333333333 2.35111111111 3.75111111111 5.45333333333 11.7955555556 7.19555555556,1 0.453333333333 7.90666666667 19.2177777778 32.3155555556 44.3288888889 22.7777777778,1 34/75 529/225 844/225 409/75 5907746841840/500845154263 1619/225,1 34/75 593/75 16957127123539/882366698149 7739976384942/239512403605 22717292612966/512471509717 205/9
6,15,2,1 1 9 11 12 13,0 7,3 6,15,0.333333333333 0.333333333333 -0.0666666666667 -0.0666666666667 -0.0666666666667 -0.733333333333,0.111111111111 0.111111111111 0.00444444444444 0.00444444444444 0.00444444444444 0.537777777778,1 0.773333333333 2.02222222222 4 6.50222222222 11.2266666667 6.47555555556,1 0.773333333333 7.81777777778 20.64 35.5511111111 42.5866666667 19.6311111111,1 58/75 91/45 4 1463/225 842/75 1457/225,1 58/75 1759/225 20639999999711/999999999986 16506732688784/464309895609 19522933237971/458428300829 3628146121496/184816137047
6,15,2,1 1 10 11 11 13,0 9,3 5,5,0.2 0.2 0.2 0.2 0.2 -0.6,0.04 0.04 0.04 0.04 0.04 0.36,1 0.56 1.4 4 7.32 11.44 6.28,1 0.56 6.36 19.36 36.76 44.08 19.88,1 14/25 7/5 4 183/25 286/25 157/25,1 14/25 159/25 16563390726615/855547041664 15249845458903/414848897141 4119328344471/93451187488 9614643534487/483633980608
6,15,2,1 2 2 3 3 4,0 7,2 7,15,0.0666666666667 0.0666666666667 0.0666666666667 0.0666666666667 0.0666666666667 0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.0266666666667 3.08888888889 2.00888888889 8.84888888889 6 11.0266666667,1 0.0266666666667 9.20444444444 12.1777777778 38.7511111111 35.8666666667 30.9733333333,1 2/75 139/45 452/225 6606739505461/746617975253 6 827/75,1 2/75 7699318828028/836478385469 12177777777449/999999999973 38751111107081/999999999896 538/15 30973333331382/999999999937
6,15,2,1 2 2 3 3 4,0 8,2 7,15,-0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.0266666666667 3.08888888889 2.00888888889 8.84888888889 6 11.0266666667,1 0.0266666666667 9.20444444444 12.1777777778 38.7511111111 35.8666666667 30.9733333333,1 2/75 139/45 452/225 8848888887243/999999999814 6 827/75,1 2/75 7699318828028/836478385469 12177777777449/999999999973 38751111107391/999999999904 35866666666595/999999999998 30973333331382/999999999937
6,15,2,1 2 2 3 3 7,0 11,5 4,15,-0.2 -0.333333333333 -0.333333333333 -0.2 0.466666666667 -0.466666666667,0.04 0.111111111111 0.111111111111 0.04 0.217777777778 0.217777777778,1 0.737777777778 2.04888888889 3.71555555556 6.66222222222 11.5466666667 6.28888888889,1 0.737777777778 7.55111111111 20.9955555556 35.2311111111 42.2666666667 20.2177777778,1 166/225 461/225 836/225 6662222221063/999999999826 11546666666505/999999999986 283/45,1 166/225 1699/225 20995555553435/999999999899 22675326631286/643616562639 17917182252389/423908097454 16559064587089/819034849878
6,15,2,1 2 2 3 3 8,0 11,4 5,15,0.2 0.333333333333 0.333333333333 0.2 -0.466666666667 -0.466666666667,0.04 0.111111111111 0.111111111111 0.04 0.217777777778 0.217777777778,1 0.737777777778 2.04888888889 3.71555555556 6.66222222222 11.5466666667 6.28888888889,1 0.737777777778 7.55111111111 20.9955555556 35.2311111111 42.2666666667 20.2177777778,1 166/225 461/225 836/225 6662222221063/999999999826 11546666666505/999999999986 283/45,1 166/225 7551111109986/999999999851 4724/225 22675326631286/643616562639 17917182252389/423908097454 16559064587089/819034849878
6,15,2,1 2 2 3 4 5,0 9,3 6,5,-0.2 0.6 0.2 -0.2 -0.2 -0.2,0.04 0.36 0.04 0.04 0.04 0.04,1 0.56 2.04 4 6.04 11.44 6.92,1 0.56 7.64 19.36 34.2 44.08 21.16,1 14/25 51/25 4 151/25 286/25 173/25,1 14/25 191/25 484/25 34199999999863/999999999996 38396073746371/871054304591 14047194592367/663856077144
6,15,2,1 2 2 3 5 6,0 11,3 6,15,0.2 0.333333333333 0.333333333333 0.2 -0.466666666667 -0.466666666667,0.04 0.111111111111 0.111111111111 0.04 0.217777777778 0.217777777778,1 0.737777777778 1.44444444444 4 7.58666666667 11.2622222222 5.96888888889,1 0.737777777778 6.62666666667 20.4266666667 37.6488888889 42.8355555556 18.7244444444,1 166/225 13/9 4 7586666666257/999999999946 2534/225 3503843297246/587017678243,1 166/225 497/75 1532/75 10348847776545/274877906944 38768929267044/905064233771 3824718842188/204263408377
6,15,2,1 2 2 3 5 7,0 9,5 4,5,0.2 0.2 0.6 0.2 0.2 -0.2,0.04 0.04 0.36 0.04 0.04 0.04,1 0.56 2.04 4 6.04 11.44 6.92,1 0.56 7.64 19.36 34.2 44.08 21.16,1 14/25 51/25 4 151/25 286/25 173/25,1 14/25 191/25 484/25 34199999999863/999999999996 40172025353133/911343587866 529/25
6,15,2,1 2 2 3 5 7,0 11,5 4,15,-0.2 -0.2 0.0666666666667 -0.2 0.466666666667 -0.466666666667,0.04 0.04 0.00444444444444 0.04 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 1547/225 286/25 1463/225,1 14/25 1531/225 484/25 3408784660535/95028688963 25116228691136/569787402249 3996383183299/196629393449
6,15,2,1 2 2 3 6 7,0 11,4 5,15,0.0666666666667 -0.0666666666667 -0.333333333333 0.0666666666667 0.466666666667 -0.466666666667,0.00444444444444 0.00444444444444 0.111111111111 0.00444444444444 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 6836491632715/994318433976 286/25 3131245250197/481565400748,1 14/25 6804444443451/999999999854 484/25 35099027220335/978476164611 44079999999471/999999999988 14744387954453/725450970862
6,15,2,1 2 2 3 7 7,0 4,4 5,15,-0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 0.466666666667 0.466666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.217777777778 0.217777777778,1 0.453333333333 2.35111111111 3.75111111111 5.45333333333 11.7955555556 7.19555555556,1 0.453333333333 7.90666666667 19.2177777778 32.3155555556 44.3288888889 22.7777777778,1 34/75 529/225 844/225 409/75 4221428766649/357882996419 1619/225,1 34/75 593/75 14068461776938/732054555923 13100849015775/405403799828 22441498138231/506249958001 205/9
6,15,2,1 2 2 3 7 8,0 11,4 5,15,0.733333333333 0.0666666666667 0.0666666666667 0.0666666666667 0.2 -0.2,0.537777777778 0.00444444444444 0.00444444444444 0.00444444444444 0.04 0.04,1 0.631111111111 2.17333333333 3.75111111111 6.16444444444 11.6177777778 6.66222222222,1 0.631111111111 7.72888888889 20.2844444444 34.0933333333 43.0844444444 21.1777777778,1 142/225 163/75 844/225 4443372232271/720806598602 4380594413593/377059580359 6662222221063/999999999826,1 142/225 7728888887660/999999999841 5658635804947/278964298009 27628848961820/810388608579 30071939351253/697976723131 21177777776973/999999999962
6,15,2,1 2 2 3 7 9,0 4,4 5,15,-0.0666666666667 0.333333333333 0.0666666666667 -0.0666666666667 0.466666666667 0.466666666667,0.00444444444444 0.111111111111 0.00444444444444 0.00444444444444 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 3100195178025/450901043992 286/25 6502222221559/999999999898,1 14/25 6804444443451/999999999854 19359999999729/999999999986 19268740774081/537165986144 1102/25 20324444443164/999999999937
6,15,2,1 2 2 3 7 10,0 4,5 4,15,0.2 -0.0666666666667 0.2 0.2 0.466666666667 0.466666666667,0.04 0.00444444444444 0.04 0.04 0.217777777778 0.217777777778,1 0.56 1.62222222222 4 6.87555555556 11.44 6.50222222222,1 0.56 6.80444444444 19.36 35.8711111111 44.08 20.3244444444,1 14/25 73/45 4 1547/225 286/25 1463/225,1 14/25 1531/225 484/25 11037188636192/307690180045 40088584727950/909450651723 9874837503197/485860143936
6,15,2,1 2 2 3 7 12,0 4,5 4,15,0.2 0.333333333333 0.333333333333 0.2 0.466666666667 0.466666666667,0.04 0.111111111111 0.111111111111 0.04 0.217777777778 0.217777777778,1 0.737777777778 2.04888888889 3.71555555556 6.66222222222 11.5466666667 6.28888888889,1 0.737777777778 7.55111111111 20.9955555556 35.2311111111 42.2666666667 20.2177777778,1 166/225 461/225 836/225 1499/225 866/75 283/45,1 166/225 7551111109986/999999999851 4724/225 3725272794521/105738158038 24993716419395/591333984686 4549/225
6,15,2,1 2 2 3 9 10,0 4,6 3,15,0.2 0.333333333333 0.333333333333 0.2 0.466666666667 0.466666666667,0.04 0.111111111111 0.111111111111 0.04 0.217777777778 0.217777777778,1 0.737777777778 1.44444444444 4 7.58666666667 11.2622222222 5.96888888889,1 0.737777777778 6.62666666667 20.4266666667 37.6488888889 42.8355555556 18.7244444444,1 166/225 13/9 4 7007241422083/923625846496 10667528001463/947195659167 3969504692880/665032431793,1 166/225 497/75 1532/75 20569138437906/546341181505 42835555548145/999999999827 9608865202625/513172245571
6,15,2,1 2 2 3 10 11,0 6,6 3,5,-0.2 0.6 0.2 -0.2 0.2 0.2,0.04 0.36 0.04 0.04 0.04 0.04,1 0.56 2.04 4 6.04 11.44 6.92,1 0.56 7.64 19.36 34.2 44.08 21.16,1 14/25 51/25 4 151/25 11439999999897/999999999991 173/25,1 14/25 191/25 484/25 34199999999863/999999999996 5609139680597/127249085313 529/25
6,15,2,1 2 2 3 10 11,0 7,6 2,15,0.0666666666667 -0.0666666666667 -0.0666666666667 -0.0666666666667 0.0666666666667 0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.0266666666667 3.55111111111 2.00888888889 7.92444444444 6 11.4888888889,1 0.0266666666667 10.1288888889 12.1777777778 36.9022222222 35.8666666667 31.8977777778,1 2/75 799/225 452/225 7924444444072/999999999953 6 517/45,1 2/75 5836292248930/576202613431 12177777777449/999999999973 13443121838366/364290306351 35866666666595/999999999998 11393941952010/357201747137
6,15,2,1 2 2 3 11 12,0 8,7 2,15,0.0666666666667 0.0666666666667 0.0666666666667 0.0666666666667 -0.0666666666667 -0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.0266666666667 3.08888888889 2.00888888889 8.84888888889 6 11.0266666667,1 0.0266666666667 9.20444444444 12.1777777778 38.7511111111 35.8666666667 30.9733333333,1 2/75 139/45 2008888888461/999999999787 7765364906933/877552538453 6 827/75,1 2/75 9204444443929/999999999944 11165275948897/916856601643 23442516635597/604950824981 538/15 14852160611125/479514440738
6,15,2,1 2 2 4 5 6,0 12,4 5,5,0.2 0.2 0.2 -0.6 0.2 -0.6,0.04 0.04 0.04 0.36 0.04 0.36,1 0.88 1.72 4 7.32 11.12 5.96,1 0.88 7.32 21.28 37.4 41.84 18.28,1 22/25 43/25 4 183/25 278/25 149/25,1 22/25 183/25 21279999999851/999999999993 33740910669798/902163386893 30870021036818/737811210249 457/25
6,15,2,1 2 2 4 6 9,0 12,5 4,5,0.2 -0.2 0.2 -0.2 -0.2 0.2,0.04 0.04 0.04 0.04 0.04 0.04,1 0.24 3.08 2.72 7.16 7.92 9.88,1 0.24 9.4 14.88 35.8 38.64 28.04,1 6/25 77/25 68/25 179/25 198/25 247/25,1 6/25 47/5 372/25 35481704810679/991109072924 5891762242721/152478318911 23844587151154/850377573151
6,15,2,1 2 2 4 6 10,0 3,4 5,5,-0.2 -0.2 -0.2 0.6 0.6 0.2,0.04 0.04 0.04 0.36 0.36 0.04,1 0.88 1.72 4 7.32 11.12 5.96,1 0.88 7.32 21.28 37.4 41.84 18.28,1 22/25 43/25 4 183/25 278/25 149/25,1 22/25 183/25 21279999999851/999999999993 37399999999925/999999999998 14053595495864/335888993687 18279999999872/999999999993
6,15,2,1 2 2 4 7 7,0 3,4 4,5,0.2 0.2 0.2 0.2 -0.2 -0.2,0.04 0.04 0.04 0.04 0.04 0.04,1 0.24 1.72 4 6.04 11.76 7.24,1 0.24 6.68 17.44 33.56 46.32 22.76,1 6/25 43/25 4 151/25 294/25 181/25,1 6/25 167/25 13412359545975/769057313416 28905447424341/861306538270 45222244391195/976300612936 10433828126868/458428300829
6,15,2,1 2 2 4 7 10,0 3,4 4,5,-0.2 -0.2 -0.2 0.2 0.6 -0.2,0.04 0.04 0.04 0.04 0.36 0.04,1 0.56 1.32 3.84 7.64 11.6 6.04,1 0.56 6.04 19.68 37.08 43.76 19.88,1 14/25 33/25 96/25 191/25 58/5 151/25,1 14/25 151/25 13779670501607/700186509228 27293650984321/736074729890 14646070131834/334690816541 11036928080897/555177468858
6,15,2,1 2 2 4 8 10,0 3,5 4,5,-0.2 0.2 -0.2 0.6 0.6 0.2,0.04 0.04 0.04 0.36 0.36 0.04,1 0.88 1.72 4 7.32 11.12 5.96,1 0.88 7.32 21.28 37.4 41.84 18.28,1 22/25 43/25 4 183/25 278/25 149/25,1 22/25 183/25 21279999999851/999999999993 37399999999925/999999999998 30573502143233/730724238605 457/25
6,15,2,1 2 2 4 10 12,0 8,6 2,15,-0.0666666666667 0.0666666666667 0.0666666666667 0.0666666666667 -0.0666666666667 -0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444 0.00444444444444,1 0.0266666666667 3.55111111111 2.00888888889 7.92444444444 6 11.4888888889,1 0.0266666666667 10.1288888889 12.1777777778 36.9022222222 35.8666666667 31.8977777778,1 2/75 799/225 2008888888461/999999999787 7122510320747/898802480184 6 517/45,1 2/75 5836292248930/576202613431 12177777777449/999999999973 20052224211040/543387985967 538/15 28160249627855/882827945697
6,15,2,1 2 2 4 10 14,0 9,6 2,5,0.2 0.2 0.2 0.2 -0.2 -0.2,0.04 0.04 0.04 0.04 0.04 0.04,1 0.24 3.96 2.08 7.32 6 11.4,1 0.24 11.16 13.6 36.12 34.8 31.08,1 6/25 99/25 52/25 183/25 6 57/5,1 6/25 279/25 68/5 12428943959234/344101438517 30232497498541/868749928119 20297545884283/653074191901
6,15,2,1 2 2 5 6 7,0 11,6 3,15,0.733333333333 -0.0666666666667 -0.0666666666667 0.0666666666667 -0.2 0.2,0.537777777778 0.00444444444444 0.00444444444444 0.00444444444444 0.04 0.04,1 0.631111111111 1.55111111111 4 7.16 11.3688888889 6.28888888889,1 0.631111111111 6.73333333333 19.7866666667 36.5822222222 43.5822222222 19.6844444444,1 142/225 349/225 4 179/25 8451786689502/743413606387 283/45,1 142/225 101/15 19786666665895/999999999961 27574162600686/753758545153 37684816366415/864683222766 11640080969073/591333984656
6,15,2,1 2 2 5 6 9,0 11,4 4,15,0.733333333333 0.333333333333 0.333333333333 0.0666666666667 -0.2 0.2,0.537777777778 0.111111111111 0.111111111111 0.00444444444444 0.04 0.04,1 0.844444444444 1.56888888889 3.92888888889 7.62222222222 11.2266666667 5.80888888889,1 0.844444444444 6.91111111111 21.2088888889 37.7911111111 41.9466666667 18.2977777778,1 38/45 353/225 884/225 343/45 842/75 1307/225,1 38/45 311/45 4772/225 37791111104800/999999999833 40893043845753/974881846291 7378748673914/403259278997
6,15,2,1 2 2 6 6 10,0 3,4 6,5,-0.2 -0.2 0.2 0.6 0.6 0.2,0.04 0.04 0.04 0.36 0.36 0.04,1 0.88 1.8 4 7.16 11.12 6.04,1 0.88 7.48 21.28 37.08 41.84 18.44,1 22/25 9/5 4 179/25 278/25 151/25,1 22/25 187/25 20512970905467/963955399693 15910201427509/429077708401 14053595495864/335888993687 18439999999834/999999999991
6,15,2,1 2 2 6 6 10,0 11,4 4,15,-0.733333333333 -0.333333333333 -0.333333333333 0.2 0.2 0.0666666666667,0.537777777778 0.111111111111 0.111111111111 0.04 0.04 0.00444444444444,1 0.844444444444 1.56888888889 3.92888888889 7.62222222222 11.2266666667 5.80888888889,1 0.844444444444 6.91111111111 21.2088888889 37.7911111111 41.9466666667 18.2977777778,1 38/45 353/225 884/225 343/45 8471918870419/754624602472 1307/225,1 38/45 311/45 18966708517380/894281101511 31309800200947/828496418348 20569576695607/490374523894 7899335236406/431710087003
6,15,2,1 2 2 6 6 14,0 11,5 3,15,-0.0666666666667 -0.0666666666667 -0.0666666666667 -0.466666666667 -0.466666666667 0.0666666666667,0.00444444444444 0.00444444444444 0.00444444444444 0.217777777778 0.217777777778 0.00444444444444,1 0.453333333333 1.99555555556 4 5.91555555556 11.5466666667 7.08888888889,1 0.453333333333 7.44444444444 18.72 33.7377777778 44.8266666667 21.8177777778,1 34/75 449/225 4 4822826537340/815278715929 11546666666251/999999999964 319/45,1 34/75 67/9 468/25 13062366181761/387173282953 29899490417897/667002314498 9071135142425/415768060103
6,15,2,1 2 2 6 8 10,0 11,3 6,15,-0.733333333333 0.0666666666667 0.0666666666667 0.2 0.2 0.0666666666667,0.537777777778 0.00444444444444 0.00444444444444 0.04 0.04 0.00444444444444,1 0.631111111111 1.55111111111 4 7.16 11.3688888889 6.28888888889,1 0.631111111111 6.73333333333 19.7866666667 36.5822222222 43.5822222222 19.6844444444,1 142/225 349/225 4 179/25 11368888886365/999999999778 283/45,1 142/225 101/15 1484/75 19210783857271/525139881896 39681670470847/910501311028 11312124421086/574673288495
